symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	expressionAtlas	impc
SH2B3	0.30635004959234835	0.5039225694699239	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
NLGN4X	0.3062010189236027	0.5036774253361982	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC2A13	0.3060982996583744	0.5035084599446901	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ELF1	0.30591885361329996	0.5032132848264375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TUB	0.30532822075360466	0.5022417386208237	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
HNF4A	0.30425638408775657	0.5004786486933862	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TNFRSF1A	0.30401555398214464	0.5000825014566315	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TOX2	0.303349362763925	0.4989866674886257	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
AUH	0.3028109586711027	0.49810103363862585	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
SATB1	0.30241805645506775	0.49745473932753226	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAMDC2	0.3022023584839086	0.4956068737680448	No data	No data	No data	No data	No data	No data	No data	No data	0.029861175510932193	No data
CTLA4	0.3003388979247618	0.4851801596921856	No data	No data	No data	No data	No data	No data	No data	No data	0.17709043459899382	No data
LRMDA	0.29979776745446507	0.4931445628882122	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
BTNL2	0.29884187181916844	0.4636626711628883	No data	No data	No data	No data	No data	No data	No data	No data	0.06545270600614929	0.5291002282293421
PDE4B	0.2986284363736451	0.4777898787919037	No data	No data	No data	No data	No data	No data	No data	No data	0.2686244651859111	No data
CCND3	0.2983577969646633	0.490775920773914	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL1R2	0.2982527737759283	0.47719378469857837	No data	No data	No data	No data	No data	No data	No data	No data	0.26818761809206093	No data
REXO2	0.2979837017395207	0.49016056253476525	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
HLA-DRB1	0.29694061097219576	0.4817593603557545	No data	No data	No data	No data	No data	No data	No data	No data	0.13370794143757223	No data
CDH13	0.2964362355611416	0.48761509817523846	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
GGTLC1	0.2963658814773115	0.4874993710495418	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
KCTD12	0.29585166750740444	0.48362886713938263	No data	No data	No data	No data	No data	No data	No data	No data	0.0604932195104721	No data
IQCA1	0.29516982277066534	0.47957422348096235	No data	No data	No data	No data	No data	No data	No data	No data	0.11915443633187774	No data
ID4	0.29451277969148787	0.48445115932362826	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
P4HA2	0.2944216033262723	0.48430118112615295	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TNFSF11	0.2936541635766448	0.48095175222005726	No data	No data	No data	No data	No data	No data	No data	No data	0.041740975840780584	No data
PRDM11	0.2932206436460176	0.4823256936447275	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TYK2	0.2928649275861614	0.46785238866545037	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.27776358142874963
ZFAT	0.29270519465735534	0.48147781919801863	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
BTBD8	0.2923181628432207	0.47845085053353437	No data	No data	No data	No data	No data	No data	No data	No data	0.047806614375178746	No data
BCL2L11	0.2920224287179378	0.46219962771503825	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.36310186714348097
DLGAP1	0.2914870749630926	0.47947410479656316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL21R	0.2912035761878154	0.44985788914500835	No data	No data	No data	No data	No data	No data	No data	No data	0.18313011740571766	0.501606470571871
TAB2	0.2907396419879523	0.47824463430736147	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TGFB2	0.2901048643543756	0.4587868596901493	No data	No data	No data	No data	No data	No data	No data	No data	0.044701047227348835	0.3484051401112201
LDB2	0.2900327765620019	0.47318905745344403	No data	No data	No data	No data	No data	No data	No data	No data	0.0778567380542665	No data
ZNF365	0.28905965333676265	0.4748269150395068	No data	No data	No data	No data	No data	No data	No data	No data	0.013085310067937717	No data
GRM7	0.28867800023403517	0.4748533901690209	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
FRAS1	0.2884467264254683	0.4724231114705161	No data	No data	No data	No data	No data	No data	No data	No data	0.040997016895000536	No data
IL6R	0.28822148896788957	0.4741024638005278	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
FAM118A	0.28812580190671166	0.4739450658507055	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ROBO1	0.2879846441979859	0.4689449383694995	No data	No data	No data	No data	No data	No data	No data	No data	0.09535867537789529	No data
MAF	0.28715178968722727	0.47185261977048687	No data	No data	No data	No data	No data	No data	No data	No data	0.009805398778715398	No data
PPIF	0.2859512400966296	0.4703680767943437	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL10	0.2857404053798056	0.3719138275645106	No data	0.31603386282456847	0.8274613634158176	No data	No data	No data	0.607930797611621	No data	0.02178122997779743	0.8472019972107194
FOXP1	0.28569322478556364	0.46994366119954306	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ITPKB	0.2854474000586226	0.4518941067892818	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.35290382801354603
GSDMA	0.2844320040971702	0.4532103005430506	No data	No data	No data	No data	No data	No data	No data	No data	0.030024948845367	0.2798305461406292
REPS1	0.2837892642941297	0.46681179076476	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
USH2A	0.28142803408331213	0.4600876778773539	No data	No data	No data	No data	No data	No data	No data	No data	0.0568013697229021	No data
DNAJC27	0.2804149990072721	0.46126138058630867	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
FAS	0.2791200762675487	0.44658667899824794	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.250893040174316
GAL3ST2	0.27877269603507504	0.4497655491088092	No data	No data	No data	No data	No data	No data	No data	No data	0.1758873558678791	No data
GPX4	0.2767997434847878	0.45531455976938745	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
GPX6	0.275797858185628	0.45366653452852795	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ZBTB20	0.27527700941777244	0.45280977785506804	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
CEP192	0.2743478398660065	0.4512813644971392	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
FADS2	0.27389825569067294	0.4404581017381355	No data	No data	No data	No data	No data	No data	No data	No data	0.201674618578017	No data
PDGFA	0.27369065245494417	0.4334366493640797	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.33527383488280904
ANO6	0.2732708725369425	0.4450524459423423	No data	No data	No data	No data	No data	No data	No data	No data	0.08914778151912774	No data
IKZF3	0.27304930966079377	0.43502088811981987	No data	No data	No data	No data	No data	No data	No data	No data	0.04496700918310279	0.262504518408698
SMAD7	0.27255514572939316	0.44765155086451286	No data	No data	No data	No data	No data	No data	No data	No data	0.013619358054473124	No data
MAGI1	0.27127118281012824	0.44622049726033275	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
PSMG1	0.2710752334124694	0.4458981753802295	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
HLA-DMA	0.2710301092410757	0.43686981383312173	No data	No data	No data	No data	No data	No data	No data	No data	0.17908271423166783	No data
CEBPA	0.27088148434147186	0.4455794728704064	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL7R	0.2696045421504081	0.42714170972966814	No data	No data	No data	No data	No data	No data	No data	No data	0.12539307239354788	0.27101554957526064
CAMK2A	0.26957410549764266	0.4404555244494882	No data	No data	No data	No data	No data	No data	No data	No data	0.059468189922999695	No data
MAP1B	0.26943348457596583	0.4431976232072625	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ZBTB38	0.2689654633266339	0.4424277637904167	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
BAK1	0.26812638555235335	0.4410475445655032	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
STC1	0.2676514102252451	0.42182802741466663	No data	No data	No data	No data	No data	No data	No data	No data	0.36876437608186724	No data
CCRL2	0.2674875802616989	0.4399967583688438	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
SATB2	0.26725783180526275	0.4363523720262733	No data	No data	No data	No data	No data	No data	No data	No data	0.06532935154491812	No data
PER3	0.2654663182946219	0.4366719359136928	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
IRX2	0.2642708334678945	0.42607290744409515	No data	No data	No data	No data	No data	No data	No data	No data	0.17265093413003996	No data
TSPAN5	0.26388899901024315	0.4340773654616354	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLAMF8	0.26351514468752274	0.43084302103500255	No data	No data	No data	No data	No data	No data	No data	No data	0.052387649073523224	No data
TNFRSF6B	0.2625922314875754	0.43194428135442714	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
IRF4	0.26258775118716815	0.417272427979258	No data	No data	No data	No data	No data	No data	No data	No data	0.0979913267216833	0.24973797165885395
PRKCE	0.26167729791572314	0.43043928510247426	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
OSR1	0.2616670073801565	0.429304679150282	No data	No data	No data	No data	No data	No data	No data	No data	0.022353576051550698	No data
MROH2A	0.26105166985274036	0.4184689241641516	No data	No data	No data	No data	No data	No data	No data	No data	0.21882500561190718	No data
HLA-C	0.2607403357198382	0.4288980534366893	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TCERG1L	0.2603942376847462	0.4283287484492602	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ABCB1	0.25967353075876665	No data	No data	0.38637379581538583	No data	No data	No data	No data	No data	No data	0.3553442624386214	0.6574581060169553
TTC33	0.25945383425893254	0.42678185622154585	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
PVALEF	0.25884685537098967	0.4257834220406695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
NXPE4	0.25871772456747166	0.4098712083189961	No data	No data	No data	No data	No data	No data	No data	No data	0.3139960671037735	No data
FMNL2	0.25870589827929125	No data	No data	0.42555155832813474	No data	No data	No data	No data	No data	No data	No data	No data
TBC1D5	0.25840769854558177	0.4250610424094134	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MMP11	0.25796387995270054	0.4243309945246462	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
HLA-F	0.2576664158085732	0.4164215459861123	No data	No data	No data	No data	No data	No data	No data	No data	0.1484028521763887	No data
TNFRSF9	0.25751347706033617	0.40491934371864097	No data	No data	No data	No data	No data	No data	No data	No data	0.15462119071832492	0.3046949157629445
PROX1	0.25731550993332813	0.4232644750755252	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ZFP91	0.25689258559512984	0.42256879665314584	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACTA2	0.25658551252133316	0.4210847531532161	No data	No data	No data	No data	No data	No data	No data	No data	0.01957863221090229	No data
SHANK2	0.25644914413670883	0.4218393691259286	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
UBAC2	0.255562442329238	0.4203808119826577	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TMTC2	0.2541055133018966	0.4179842743618212	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
AMZ1	0.2533738748869162	0.4167807847247526	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
